AbPC,InputXGradient,0.7999916076660156
AbPC,IntegratedGradients,0.7999916076660156
AbPC,KernelShap,0.7837643623352051
AbPC,Lime,0.7853013873100281

Complexity,InputXGradient,1.2111191220844528
Complexity,IntegratedGradients,1.2110732133307074
Complexity,KernelShap,1.7029179275735362
Complexity,Lime,0.8724284419470554

Composite,InputXGradient,0.39777590794517237
Composite,IntegratedGradients,0.39778508969592147
Composite,KernelShap,0.2840516729279386
Composite,Lime,0.4513522859473959

Sensitivity,InputXGradient,0.13950571417808533
Sensitivity,IntegratedGradients,0.13928116892088294
Sensitivity,KernelShap,1.5130542516708374
Sensitivity,Lime,1.2196987867355347



