AbPC,InputXGradient,0.0018145981011912227
AbPC,IntegratedGradients,0.010539276525378227
AbPC,KernelShap,0.00599671108648181
AbPC,Lime,-0.023174306377768517

Complexity,InputXGradient,1.0185604683192349
Complexity,IntegratedGradients,1.2932659344353123
Complexity,KernelShap,1.901016921793581
Complexity,Lime,0.9321698001131279

Composite,InputXGradient,-0.2022604148822367
Composite,IntegratedGradients,-0.25022176210045816
Composite,KernelShap,-0.3774753593428375
Composite,Lime,-0.200565285160764

Sensitivity,InputXGradient,1.2362635135650635
Sensitivity,IntegratedGradients,0.8612113539858466
Sensitivity,KernelShap,1.7215445041656494
Sensitivity,Lime,1.6895157098770142



